,location,price,bedrooms,bathrooms,garage,area
383,Prados Providencia,"
                    $8,000
                    
                ",1,1,1,
384,Arcos Vallarta,"
                    $20,000
                    
                ",3,2,1,
385,Prados Providencia,"
                    $10,500
                    
                ",2,1,1,
386,Prados Providencia,"
                    $10,500
                    
                ",2,1,1,
387,Prados Providencia,"
                    $8,000
                    
                ",1,1,1,
388,Prados Providencia,"
                    $7,950
                    
                ",1,1,1,
389,Prados Providencia,"
                    $8,000
                    
                ",1,1,1,
390,Prados Providencia,"
                    $8,000
                    
                ",1,1,1,
391,Prados Providencia,"
                    $7,950
                    
                ",1,1,1,
392,Prados Providencia,"
                    $10,500
                    
                ",2,1,1,
393,Prados Providencia,"
                    $7,950
                    
                ",1,1,2,
394,Paisajes del Tesoro,"
                    $11,300
                    
                ",2,1,1,
395,Prados Providencia,"
                    $8,000
                    
                ",1,1,4+,
396,Prados Providencia,"
                    $7,950
                    
                ",1,3,2,
397,Country Club,"
                    $29,000
                    
                ",3,1,1,
398,Col Americana,"
                    $17,000
                    
                ",4,3,3,
399,Vallarta Nte.,"
                    $61,000
                    
                ",6+,3,1,
400,Ladron De Guevara,"
                    $19,500
                    
                ",4,2,1,
401,Balcones de Santa María,"
                    $11,600
                    
                ",2,2,1,
402,Arcos,"
                    $25,000
                    
                ",2,1,1,
403,Jardines de San José,"
                    $7,300
                    
                ",2,2,4+,
404,Obrera,"
                    $18,400
                    
                ",2,4+,1,
405,Obrera,"
                    $100,000
                    
                ",6+,2,1,
406,Arcos Vallarta,"
                    $85,000
                    
                ",6+,3,2,
407,Arcos,"
                    $19,000
                    
                ",3,2,1,
408,Americana,"
                    $65,000
                    
                ",3,1,4+,
409,Lafayette,"
                        $19,500
                        
                    ",2,3,1,
410,Juan Manuel,"
                    $16,500
                    
                ",1,1,2,
411,Juan Manuel,"
                    $28,000
                    
                ",2,3,2,
412,Providencia 4a. Secc,"
                    $25,000
                    
                ",6+,4+,2,
413,Jardines del Bosque,"
                    $25,000
                    
                ",3,1,2,
414,Arcos,"
                    $60,000
                    
                ",5,1,2,
415,Ayuntamiento,"
                    $7,500
                    
                ",2,1,1,
416,Alamo Industrial,"
                    $12,500
                    
                ",1,1,2,
417,Arcos,"
                    $2,690,000
                    
                ",1,2,2,
418,Arcos,"
                    $12,000
                    
                ",1,1,2,
419,Cerro del Tesoro,"
                    $13,000
                    
                ",3,3,1,
420,Chapalita,"
                    $11,500
                    
                ",4,1,2,
421,Monraz,"
                    $73,000
                    
                ",3,2,4+,
422,Santa Teresita,"
                    $13,000
                    
                ",3,1,1,
423,Colomos Providencia,"
                    $22,500
                    
                ",2,2,1,
424,Zona Centro,"
                    $15,500
                    
                ",1,2,1,
425,Obrera,"
                    $33,000
                    
                ",2,3,1,
426,Lomas de Providencia,"
                    $35,000
                    
                ",2,2,2,
427,Vallarta Nte.,"
                    $33,000
                    
                ",3,1,1,
428,Vallarta Nte.,"
                    $28,000
                    
                ",2,3,2,
429,Americana,"
                    $11,500
                    
                ",2,3,2,
430,Prados Providencia,"
                    $30,300
                    
                ",2,2,4+,
431,Vallarta Nte.,"
                    $24,500
                    
                ",3,2,3,
432,Arcos Vallarta,"
                    $26,000
                    
                ",4,2,1,
433,Americana,"
                    $23,000
                    
                ",2,3,2,
434,Colomos Providencia,"
                    $25,000
                    
                ",3,2,2,
435,Terranova,"
                    $23,000
                    
                ",3,1,2,
436,Jardines del Bosque,"
                    $24,000
                    
                ",2,2,3,
437,Jardines del Bosque,"
                    $25,000
                    
                ",2,2,2,
438,Balcones de Santa María,"
                    $10,000
                    
                ",2,4+,1,
439,Balcones de Santa María,"
                    $10,000
                    
                ",2,1,2,
440,Santa Elena Alcalde,"
                    $18,000
                    
                ",4,2,2,
441,Lafayette,"
                        $18,000
                        
                    ",2,4+,2,
442,Vallarta Nte.,"
                    $35,000
                    
                ",2,4+,1,
443,Country Club,"
                    $28,500
                    
                ",3,2,1,
444,Prados Providencia,"
                    $27,500
                    
                ",3,2,2,
445,Country Club,"
                    $22,500
                    
                ",2,2,2,
446,La Aurora,"
                    $10,000
                    
                ",2,1,2,
447,Jardines Plaza del Sol,"
                    $17,500
                    
                ",3,2,1,
448,Jardines del Bosque,"
                    $13,000
                    
                ",2,2,1,
449,Lomas de Guevara,"
                    $23,500
                    
                ",2,2,2,
450,Arcos Vallarta,"
                    $19,500
                    
                ",2,1,1,
451,Colomos Providencia,"
                    $23,900
                    
                ",2,2,2,
452,Colomos Providencia,"
                    $19,500
                    
                ",1,2,2,
453,Parques del Bosque,"
                    $11,500
                    
                ",3,4+,1,
454,Obrera,"
                    $18,000
                    
                ",3,2,1,
455,Vallarta Nte.,"
                    $35,000
                    
                ",3,3,2,
456,Mexicaltzingo,"
                    $44,000
                    
                ",4,1,1,
457,Chapultepec Country,"
                    $35,000
                    
                ",4,2,1,
458,Balcones de Santa María,"
                        $12,214
                        
                    ",2,4+,1,
459,Colomos Providencia,"
                    $27,700
                    
                ",2,3,4+,
460,Prados Providencia,"
                    $39,000
                    
                ",3,3,2,
461,Obrera,"
                    $33,000
                    
                ",3,2,1,
462,Colomos Providencia,"
                    $30,000
                    
                ",3,2,1,
463,Obrera,"
                    $18,500
                    
                ",2,2,3,
464,Jardines del Bosque,"
                    $20,000
                    
                ",2,2,2,
465,Vallarta Nte.,"
                    $25,000
                    
                ",2,2,1,
466,Monraz,"
                    $25,000
                    
                ",2,1,2,
467,Ladron De Guevara,"
                    $21,000
                    
                ",2,3,1,
468,Lagos del Country,"
                    $7,000
                    
                ",1,3,1,
469,Monraz,"
                    $38,000
                    
                ",3,3,1,
470,Monraz,"
                    $37,000
                    
                ",3,2,1,
471,Huentitán El Bajo,"
                    $28,000
                    
                ",3,2,1,
472,Lomas de Independencia,"
                    $13,500
                    
                ",2,2,4+,
473,Circunvalación Vallarta,"
                    $19,000
                    
                ",2,2,2,
474,Independencia Oriente,"
                    $6,300
                    
                ",2,2,2,
475,Colinas de San Javier,"
                    $23,000
                    
                ",2,3,1,
476,Vallarta Nte.,"
                    $28,000
                    
                ",2,3,1,
477,Obrera,"
                    $35,000
                    
                ",2,3,1,
478,Lafayette,"
                    $30,000
                    
                ",2,2,2,
479,Ladron De Guevara,"
                    $25,000
                    
                ",3,1,4+,
480,Lafayette,"
                    $11,000
                    
                ",2,2,2,
481,Ayuntamiento,"
                    $15,250
                    
                ",1,3,1,
482,Monraz,"
                    $32,000
                    
                ",2,3,1,
483,Terralta,"
                    $7,500
                    
                ",2,2,4+,
484,Obrera,"
                    $38,000
                    
                ",3,1,2,
485,Las Terrazas,"
                    $9,500
                    
                ",2,2,1,
486,La Aurora,"
                    $8,000
                    
                ",2,2,2,
487,Obrera,"
                    $29,000
                    
                ",3,2,3,
488,Arcos,"
                    $17,500
                    
                ",2,1,3,
489,Rinconada del Bosque,"
                    $10,000
                    
                ",2,2,3,
490,Lomas de Independencia,"
                    $9,900
                    
                ",2,4+,1,
491,Ladron De Guevara,"
                    $15,000
                    
                ",2,2,2,
492,Monraz,"
                    $130,000
                    
                ",4,1,1,
493,Americana,"
                    $18,000
                    
                ",6+,1,1,
494,La Tijera,"
                    $15,000
                    
                ",3,2,1,
495,Jardines del Country,"
                    $14,900
                    
                ",2,4+,2,
496,Jardines Alcalde,"
                    $17,000
                    
                ",3,2,4+,
497,San Juan de Dios,"
                    $16,074
                    
                ",2,1,1,
498,Palomar,"
                    $36,000
                    
                ",5,2,1,
499,Jardines del Bosque,"
                    $23,500
                    
                ",2,1,2,
500,Del Periodista,"
                    $12,500
                    
                ",1,2,3,
501,Colón Industrial,"
                    $13,500
                    
                ",3,2,2,
502,Panorámica de Huentitán,"
                    $5,000
                    
                ",2,1,3,
503,Balcones de Santa María,"
                    $11,500
                    
                ",2,2,4+,
504,Jardines de Los Arcos,"
                    $27,400
                    
                ",4,2,3,
505,Country Club,"
                    $26,000
                    
                ",1,1,2,
506,Country Club,"
                    $28,500
                    
                ",2,2,2,
507,Country Club,"
                    $36,000
                    
                ",3,4+,4+,
508,Country Club,"
                    $22,000
                    
                ",6+,2,2,
509,Jardines del Bosque,"
                    $65,000
                    
                ",6+,1,2,
510,Colomos Providencia,"
                    $32,000
                    
                ",4,1,4+,
511,Colomos Providencia,"
                    $14,000
                    
                ",2,1,2,
512,Lafayette,"
                    $15,000
                    
                ",1,2,2,
513,Jardines del Sur,"
                    $8,500
                    
                ",2,2,2,
514,Moderna,"
                    $16,000
                    
                ",2,3,3,
515,Lomas de Providencia,"
                    $26,000
                    
                ",2,2,2,
516,Miravalle,"
                    $13,000
                    
                ",4,2,2,
517,Barrera,"
                    $35,000
                    
                ",3,1,2,
518,Providencia,"
                    $17,900
                    
                ",2,1,2,
519,Jardines Plaza del Sol,"
                    $32,000
                    
                ",4,1,2,
520,Colinas de La Normal,"
                    $12,000
                    
                ",2,4+,2,
521,Zona Centro,"
                        $16,000
                        
                    ",1,3,1,
522,Zona Centro,"
                        $16,000
                        
                    ",2,1,2,
523,Zona Centro,"
                    $100,000
                    
                ",6+,2,2,
524,Prados Providencia,"
                    $22,000
                    
                ",3,4+,2,
525,Arcos Vallarta,"
                    $18,000
                    
                ",1,4+,2,
526,Cerro del Tesoro,"
                    $136,172
                    
                ",0,2,2,
527,Vallarta Nte.,"
                    $44,000
                    
                ",2,2,2,
528,Guadalajara,"
                    $45,000
                    
                ",5,1,2,
529,Jardines Alcalde,"
                    $22,000
                    
                ",6+,2,2,
530,Guadalajara,"
                    $39,500
                    
                ",5,1,2,
531,Colinas de San Javier,"
                    $26,000
                    
                ",0,2,2,
532,Bosques de La Victoria,"
                    $14,000
                    
                ",2,1,2,
533,Prados Providencia,"
                    $27,820
                    
                ",1,3,2,
534,Lomas de Providencia,"
                    $22,900
                    
                ",3,4+,2,
535,Country Club,"
                    $18,000
                    
                ",1,3,1,
536,Jardines del Bosque,"
                        $18,000
                        
                    ",2,1,4+,
537,Guadalajara,"
                    $8,000
                    
                ",2,4+,2,
538,Jardines de Santa Isabel,"
                    $14,000
                    
                ",4,4+,1,
539,Jardines del Bosque,"
                    $80,000
                    
                ",1,3,1,
540,Jardines del Country,"
                    $15,900
                    
                ",3,2,1,
541,Lomas de Providencia,"
                    $28,000
                    
                ",0,4+,2,
542,Colomos Providencia,"
                    $26,000
                    
                ",2,4+,2,
543,Colinas de San Javier,"
                    $60,000
                    
                ",6+,2,2,
544,Country Club,"
                    $65,000
                    
                ",3,4+,2,
545,Rinconada del Bosque,"
                    $25,000
                    
                ",4,4+,1,
546,Ayuntamiento,"
                    $12,875
                    
                ",0,3,2,
547,Country Club,"
                    $71,750
                    
                ",0,2,1,
548,Jardines del Bosque,"
                    $17,500
                    
                ",3,4+,1,
549,Country Club,"
                    $36,500
                    
                ",3,2,2,
550,Bosques de La Victoria,"
                    $50,000
                    
                ",5,3,2,
551,Prados Providencia,"
                    $28,500
                    
                ",2,2,4+,
552,Obrera,"
                    $32,500
                    
                ",2,2,3,
553,Vallarta Nte.,"
                    $98,000
                    
                ",5,3,2,
554,Obrera,"
                    $26,000
                    
                ",2,4+,1,
555,Colomos Providencia,"
                    $28,000
                    
                ",3,2,2,
556,Vallarta Nte.,"
                    $29,000
                    
                ",2,2,2,
557,Postes Cuates,"
                    $20,000
                    
                ",4,2,2,
558,Parques del Bosque,"
                    $9,500
                    
                ",4,2,2,
559,Palomar,"
                    $23,000
                    
                ",3,2,2,
560,Vallarta Sur,"
                    $65,000
                    
                ",6+,2,3,
561,Circunvalación Vallarta,"
                    $19,000
                    
                ",2,4+,2,
562,Ladron De Guevara,"
                    $25,000
                    
                ",3,3,2,
563,Ladron De Guevara,"
                    $25,000
                    
                ",3,2,4+,
564,Colomos Providencia,"
                    $21,700
                    
                ",2,2,3,
565,Arcos,"
                    $18,000
                    
                ",2,2,3,
566,Colomos Providencia,"
                    $45,000
                    
                ",3,3,1,
567,Colomos Providencia,"
                    $38,000
                    
                ",3,3,1,
568,Jardines del Bosque,"
                    $25,000
                    
                ",2,2,1,
569,Obrera,"
                    $35,000
                    
                ",2,3,2,
570,Terranova,"
                    $19,000
                    
                ",2,2,1,
571,Obrera,"
                    $10,376,325
                    
                ",3,2,1,
572,Lomas de Guevara,"
                    $45,000
                    
                ",3,2,3,
573,Lomas de Guevara,"
                    $35,000
                    
                ",3,2,1,
574,Obrera,"
                    $38,000
                    
                ",3,2,3,
575,Obrera,"
                    $35,000
                    
                ",2,3,2,
576,Vallarta Nte.,"
                    $44,000
                    
                ",2,1,2,
577,Vallarta Nte.,"
                    $30,500
                    
                ",3,1,2,
578,Guadalajara,"
                    $15,000
                    
                ",3,1,2,
579,Prados Providencia,"
                    $26,500
                    
                ",2,1,3,
580,Country Club,"
                    $60,000
                    
                ",3,1,3,
581,Country Club,"
                    $34,800
                    
                ",2,1,3,
582,Country Club,"
                    $20,000
                    
                ",1,2,2,
583,Country Club,"
                    $27,000
                    
                ",1,1,2,
584,Country Club,"
                    $24,500
                    
                ",1,1,1,
585,Country Club,"
                    $29,700
                    
                ",2,2,2,
586,Country Club,"
                    $32,000
                    
                ",2,1,2,
587,Country Club,"
                    $40,000
                    
                ",3,1,2,
588,Country Club,"
                    $35,600
                    
                ",2,2,2,
589,Country Club,"
                    $23,800
                    
                ",1,3,2,
590,Country Club,"
                    $45,400
                    
                ",3,4+,2,
591,Country Club,"
                    $27,100
                    
                ",1,3,3,
592,Country Club,"
                    $25,500
                    
                ",1,1,1,
593,Country Club,"
                    $35,250
                    
                ",2,4+,1,
594,Country Club,"
                    $26,200
                    
                ",3,2,1,
595,Colinas de San Javier,"
                    $70,000
                    
                ",3,3,1,
596,Vallarta Poniente,"
                    $32,000
                    
                ",3,2,1,
597,Hernández Romo,"
                    $4,500
                    
                ",2,2,1,
598,Colinas de La Normal,"
                    $26,000
                    
                ",6+,2,1,
599,Vallarta Poniente,"
                    $30,000
                    
                ",2,4+,1,
600,Colomos Providencia,"
                    $24,000
                    
                ",2,2,2,
601,Centro,"
                    $14,000
                    
                ",2,2,2,
602,Ayuntamiento,"
                    $15,500
                    
                ",2,4+,2,
603,Monraz,"
                    $28,000
                    
                ",3,2,2,
604,Jardines del Bosque,"
                    $60,000
                    
                ",6+,4+,2,
605,Colomos Providencia,"
                    $28,000
                    
                ",3,2,3,
606,Lomas de Providencia,"
                    $30,000
                    
                ",3,4+,2,
607,Prados Providencia,"
                    $28,500
                    
                ",3,2,2,
608,Vallarta Nte.,"
                    $35,000
                    
                ",2,2,1,
609,Monraz,"
                    $32,000
                    
                ",4,1,4+,
610,Vallarta Nte.,"
                    $28,000
                    
                ",2,3,1,
611,Barrera,"
                    $25,000
                    
                ",4,2,1,
612,Lomas del Country,"
                    $17,000
                    
                ",3,1,1,
613,San Juan de Dios,"
                    $9,500
                    
                ",2,3,2,
614,La Aurora,"
                    $8,500
                    
                ",2,1,1,
615,San Juan de Dios,"
                    $12,000
                    
                ",2,1,1,
616,Arcos,"
                    $18,000
                    
                ",2,4+,2,
617,Arcos Vallarta,"
                    $18,000
                    
                ",1,2,2,
618,Providencia 2a. Secc,"
                    $36,800
                    
                ",4,2,2,
619,Lomas de Providencia,"
                    $16,000
                    
                ",2,2,4+,
620,Vallarta Nte.,"
                    $9,500
                    
                ",1,2,1,
621,Guadalajara,"
                    $30,000
                    
                ",5,3,1,
622,Country Club,"
                    $17,000
                    
                ",3,3,2,
623,Providencia,"
                    $24,000
                    
                ",2,2,4+,
624,Ayuntamiento,"
                    $16,000
                    
                ",2,3,4+,
625,Las Terrazas,"
                    $8,500
                    
                ",3,2,2,
626,Guadalajara,"
                    $35,000
                    
                ",3,2,1,
627,Guadalajara,"
                    $32,000
                    
                ",3,3,1,
628,Guadalajara,"
                    $32,000
                    
                ",3,3,1,
629,Arcos Vallarta,"
                    $21,500
                    
                ",3,2,2,
630,Monraz,"
                    $29,500
                    
                ",2,4+,2,
631,Lomas del Country,"
                    $19,000
                    
                ",2,2,2,
632,San José del Tajo,"
                    $23,000
                    
                ",3,2,1,
633,Lomas de Guevara,"
                    $21,000
                    
                ",3,4+,2,
634,Vallarta Nte.,"
                    $25,000
                    
                ",2,1,1,
635,Country Club,"
                    $30,000
                    
                ",3,1,1,
636,Monraz,"
                    $28,000
                    
                ",2,1,2,
637,Monraz,"
                    $28,000
                    
                ",2,1,3,
638,Vallarta Nte.,"
                    $70,000
                    
                ",3,1,2,
639,Vallarta Nte.,"
                    $12,000
                    
                ",1,2,2,
640,Arcos Vallarta,"
                    $21,000
                    
                ",1,2,2,
641,Nueva España,"
                    $5,500
                    
                ",2,3,2,
642,La Penal,"
                    $11,550
                    
                ",2,2,0,
643,Balcones de Santa María,"
                    $14,000
                    
                ",2,1,2,
644,La Aurora,"
                    $9,000
                    
                ",2,1,4+,
645,El Retiro,"
                    $7,000
                    
                ",3,1,0,
646,Monraz,"
                    $28,000
                    
                ",3,2,2,
647,Country Club,"
                    $45,000
                    
                ",2,4+,2,
648,Jardines de Miraflores,"
                    $5,000
                    
                ",2,2,0,
649,Prados Providencia,"
                    $11,500
                    
                ",2,2,2,
650,Prados Providencia,"
                    $16,500
                    
                ",1,3,2,
651,Colomos Providencia,"
                    $28,000
                    
                ",3,2,4+,
652,Prados Providencia,"
                    $55,000
                    
                ",3,1,2,
653,Circunvalación Vallarta,"
                    $24,000
                    
                ",2,3,1,
654,Circunvalación Vallarta,"
                    $25,000
                    
                ",2,4+,2,
655,Colomos Providencia,"
                    $40,000
                    
                ",3,1,1,
656,Colomos Providencia,"
                    $23,480
                    
                ",1,4+,1,
657,Jardines Plaza del Sol,"
                    $11,000
                    
                ",2,2,1,
658,Jardines del Country,"
                    $20,000
                    
                ",5,2,0,
659,Chapultepec Country,"
                    $40,000
                    
                ",6+,1,1,
660,Colomos Providencia,"
                    $17,000
                    
                ",6+,2,1,
661,Vallarta,"
                    $50,000
                    
                ",5,2,2,
662,Ladron De Guevara,"
                    $22,000
                    
                ",2,2,2,
663,Guadalajara,"
                    $19,000
                    
                ",2,2,1,
664,Vallarta Nte.,"
                    $12,500
                    
                ",2,4+,2,
665,Moderna,"
                    $15,700
                    
                ",2,4+,2,
666,Colomos Providencia,"
                    $10,500
                    
                ",3,4+,1,
667,Lomas de Independencia,"
                    $10,500
                    
                ",2,2,1,
668,Guadalajara,"
                    $28,000
                    
                ",2,1,1,
669,Colinas de San Javier,"
                    $50,000
                    
                ",6+,1,1,
670,Centro Barranquitas,"
                    $20,700
                    
                ",3,2,1,
671,Vallarta Nte.,"
                    $90,000
                    
                ",5,2,2,
672,Guadalajara,"
                    $24,000
                    
                ",2,4+,2,
673,San Juan de Dios,"
                    $15,000
                    
                ",2,2,2,
674,Lafayette,"
                    $20,000
                    
                ",1,2,2,
675,Monraz,"
                    $27,000
                    
                ",3,1,2,
676,Colomos Providencia,"
                    $22,850
                    
                ",2,2,1,
677,Santa Teresita,"
                    $39,000
                    
                ",6+,2,1,
678,Colinas de San Javier,"
                    $23,000
                    
                ",2,3,2,
679,San Juan de Dios,"
                    $13,500
                    
                ",2,2,3,
680,Vallarta Nte.,"
                    $9,500
                    
                ",1,2,2,
681,Alamo Industrial,"
                    $10,600
                    
                ",3,3,3,
682,Jardines de Los Arcos,"
                    $45,000
                    
                ",4,3,2,
683,Obrera,"
                    $30,000
                    
                ",2,3,2,
684,Obrera,"
                    $32,000
                    
                ",2,2,3,
685,Obrera,"
                    $33,000
                    
                ",2,2,4+,
686,Obrera,"
                    $36,000
                    
                ",3,3,2,
687,Obrera,"
                    $37,000
                    
                ",3,2,1,
688,Obrera,"
                    $32,000
                    
                ",2,3,1,
689,Obrera,"
                    $30,000
                    
                ",2,2,2,
690,Obrera,"
                    $29,000
                    
                ",2,2,2,
691,Obrera,"
                    $30,000
                    
                ",2,3,3,
692,Obrera,"
                    $32,000
                    
                ",2,3,1,
693,Obrera,"
                    $37,000
                    
                ",3,3,1,
694,Obrera,"
                    $29,000
                    
                ",2,3,4+,
695,Obrera,"
                    $28,000
                    
                ",2,3,2,
696,Obrera,"
                    $40,000
                    
                ",3,3,2,
697,Obrera,"
                    $30,000
                    
                ",3,3,2,
698,Obrera,"
                    $32,000
                    
                ",2,3,3,
699,Obrera,"
                    $29,000
                    
                ",2,2,2,
700,Obrera,"
                    $32,000
                    
                ",2,1,2,
701,Obrera,"
                    $33,000
                    
                ",2,4+,2,
702,Obrera,"
                    $33,000
                    
                ",2,2,2,
703,Obrera,"
                    $30,000
                    
                ",2,2,2,
704,San Juan de Dios,"
                    $12,500
                    
                ",2,1,1,
705,Arcos Vallarta,"
                    $20,000
                    
                ",1,2,1,
706,Prados Providencia,"
                    $85,000
                    
                ",6+,3,2,
707,Jardines de Los Arcos,"
                    $28,000
                    
                ",4,1,2,
708,La Aurora,"
                    $12,000
                    
                ",2,1,2,
709,Lomas de Independencia,"
                    $9,500
                    
                ",2,2,4+,
710,La Aurora,"
                    $10,500
                    
                ",2,3,1,
711,Colomos Providencia,"
                    $30,000
                    
                ",3,1,2,
712,Nueva España,"
                    $2,700
                    
                ",2,1,2,
713,Jardines de los Pinos,"
                    $6,900
                    
                ",1,2,2,
714,Nuevo México,"
                    $12,000
                    
                ",3,1,2,
715,Rinconada del Bosque,"
                    $23,000
                    
                ",3,1,2,
716,Patria,"
                    $6,500
                    
                ",2,1,2,
717,Jardines de la Patria,"
                    $13,000
                    
                ",2,3,2,
718,Granja,"
                    $18,700
                    
                ",2,3,2,
719,Parque Regency,"
                    $12,000
                    
                ",1,2,3,
720,Zapopan,"
                    $7,000
                    
                ",2,3,2,
721,El Fortín,"
                    $7,000
                    
                ",1,2,2,
722,Altus Quintas,"
                    $8,500
                    
                ",3,2,2,
723,Real Acueducto,"
                    $69,700
                    
                ",3,1,1,
724,El Campanario,"
                    $14,000
                    
                ",3,2,2,
725,Pinar de la Venta,"
                    $18,000
                    
                ",3,3,2,
726,Puerta de Hierro,"
                    $65,000
                    
                ",2,2,2,
727,Zapopan,"
                    $12,000
                    
                ",2,1,3,
728,Bugambilias,"
                    $6,900
                    
                ",1,2,2,
729,Cd del Sol,"
                    $12,500
                    
                ",2,4+,2,
730,Zapopan,"
                        $13,000
                        
                    ",3,1,2,
731,Zapopan,"
                    $15,000
                    
                ",3,1,2,
732,Agua Blanca Industrial,"
                    $5,600
                    
                ",1,1,4+,
733,Jardín Real,"
                    $22,000
                    
                ",3,2,4+,
734,Las Cañadas,"
                    $36,000
                    
                ",4,1,2,
735,Lomas del Seminario,"
                    $8,200
                    
                ",2,4+,3,
736,Lomas de Zapopan,"
                    $3,000
                    
                ",1,2,2,
737,Puerta del Llano,"
                    $4,000
                    
                ",2,3,2,
738,Parque Metropolitano,"
                    $16,000
                    
                ",3,2,4+,
739,Zapopan,"
                    $2,500
                    
                ",2,4+,2,
740,Granja,"
                    $22,000
                    
                ",3,1,2,
741,Puerta de Hierro,"
                    $26,000
                    
                ",2,2,3,
742,Universitaria,"
                    $23,500
                    
                ",3,2,3,
743,Valle de San Nicolás,"
                    $5,800
                    
                ",3,1,2,
744,Jardín Real,"
                    $21,000
                    
                ",4,2,2,
745,Valle de los Molinos,"
                        $2,200
                        
                    ",2,1,1,
746,Parque de la Castellana,"
                    $25,800
                    
                ",3,1,2,
747,Puerta del Valle,"
                    $24,000
                    
                ",2,2,4+,
748,Colli Urbano,"
                    $6,500
                    
                ",2,1,2,
749,Arboledas,"
                    $12,000
                    
                ",3,2,2,
750,Colli Urbano,"
                    $6,500
                    
                ",2,3,2,
751,Villas del Tepeyac,"
                    $9,500
                    
                ",2,1,2,
752,La Venta del Astillero,"
                    $6,800
                    
                ",2,2,2,
753,Villas de La Loma,"
                    $4,500
                    
                ",2,3,2,
754,Jardines del Sol,"
                    $25,000
                    
                ",3,3,2,
755,Real de Valdepeñas,"
                    $18,500
                    
                ",3,2,2,
756,Paseos del Sol,"
                    $7,500
                    
                ",2,1,3,
757,Zapopan,"
                    $13,500
                    
                ",3,1,2,
758,Zapopan,"
                    $9,000
                    
                ",3,1,2,
759,Zapopan,"
                        $28,000
                        
                    ",4,1,2,
760,La Estancia,"
                        $17,000
                        
                    ",3,2,2,
761,Prados Tepeyac,"
                    $9,550
                    
                ",2,3,1,
762,Tesistan,"
                    $5,350
                    
                ",2,2,2,
763,Arcos de Zapopan,"
                    $7,500
                    
                ",3,2,1,
764,Arboledas,"
                    $7,000
                    
                ",2,2,2,
765,Motorola,"
                    $18,500
                    
                ",2,4+,2,
766,Valle Real,"
                    $33,000
                    
                ",3,3,2,
767,Altamira,"
                    $17,000
                    
                ",2,2,4+,
768,Loma Real,"
                    $11,000
                    
                ",2,3,2,
769,Estrada,"
                    $5,500
                    
                ",2,3,2,
770,Solares Residencial,"
                    $21,500
                    
                ",3,1,2,
771,Solares Residencial,"
                    $21,500
                    
                ",3,4+,2,
772,El Secreto,"
                    $40,000
                    
                ",2,3,1,
773,La Cima,"
                    $22,500
                    
                ",3,4+,2,
774,La Cima,"
                    $22,500
                    
                ",3,4+,2,
775,Granja,"
                    $10,000
                    
                ",1,2,1,
776,Victoria,"
                    $38,000
                    
                ",4,2,1,
777,Lomas Altas,"
                    $26,000
                    
                ",2,3,2,
778,La Cima,"
                    $28,000
                    
                ",3,3,3,
779,Jal.,"
                    $20,000
                    
                ",4,4+,2,
780,Vallarta Universidad,"
                    $16,650
                    
                ",3,3,2,
781,Chapalita Oriente,"
                    $140,000
                    
                ",4,2,4+,
782,La Cima,"
                    $23,000
                    
                ",3,4+,2,
783,Zapopan,"
                    $11,200
                    
                ",3,3,4+,
784,Royal Country,"
                    $35,000
                    
                ",3,3,2,
785,La Cima,"
                    $25,000
                    
                ",3,2,2,
786,Arboledas,"
                    $9,000
                    
                ",2,1,1,
787,Unidad Fovissste,"
                    $46,000
                    
                ",4,3,4+,
788,Jardines del Valle,"
                    $11,000
                    
                ",4,1,2,
789,San Isidro,"
                    $16,000
                    
                ",3,2,2,
790,Campo Real,"
                    $5,900
                    
                ",2,4+,2,
791,Zapopan,"
                    $9,500
                    
                ",2,4+,4+,
792,Arcos de Guadalupe,"
                    $15,000
                    
                ",3,3,2,
793,Jardines de Guadalupe,"
                    $10,400
                    
                ",1,4+,2,
794,Granja,"
                    $21,000
                    
                ",2,4+,3,
795,Bugambilias,"
                    $23,000
                    
                ",3,4+,2,
796,Valle Real,"
                    $59,500
                    
                ",4,3,4+,
797,Vallarta Universidad,"
                    $23,000
                    
                ",3,4+,2,
798,Arcos de Guadalupe,"
                    $16,000
                    
                ",3,3,1,
799,Bugambilias,"
                    $23,000
                    
                ",3,4+,1,
800,Valle Real,"
                    $59,500
                    
                ",3,3,2,
801,Zapopan,"
                    $14,500
                    
                ",3,3,1,
802,Coto Naciones Unidas,"
                    $23,000
                    
                ",3,2,1,
803,Guadalupe Inn,"
                    $15,000
                    
                ",3,2,4+,
804,La Cima,"
                    $18,000
                    
                ",3,2,4+,
805,Camino Real,"
                    $29,000
                    
                ",3,2,2,
806,Villas del Tepeyac,"
                    $12,500
                    
                ",3,2,2,
807,Puerta de Hierro,"
                    $24,000
                    
                ",2,4+,2,
808,Zapopan,"
                    $22,000
                    
                ",2,2,2,
809,Las Águilas,"
                    $18,000
                    
                ",5,1,2,
810,Zapopan,"
                    $15,000
                    
                ",1,1,2,
811,Conjunto Patria,"
                    $15,000
                    
                ",3,2,2,
812,Jardín de San Ignacio,"
                    $35,000
                    
                ",4,3,2,
813,Granja,"
                    $17,000
                    
                ",2,3,2,
814,La Cuchilla,"
                    $6,600
                    
                ",3,2,1,
815,La Cuchilla,"
                    $6,600
                    
                ",3,2,2,
816,Jardines Vallarta,"
                    $9,300
                    
                ",2,1,3,
817,Zapopan,"
                    $10,500
                    
                ",3,4+,2,
818,Puerta de Hierro,"
                    $45,000
                    
                ",3,2,2,
